id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1435080456945352707,1435080456945352707,2021-09-07 06:20:18 GTB Yaz Saati,2021-09-07,06:20:18,+0300,168151625,sumt7,Sumeet Mahendra🇮🇳,,"@lolitataub Hey Lolita,  I hope you're doing well. I'm a big admirer of your efforts in helping founders &amp; saved many ur tweets.  I humbly request a small favor, if possible then plz ask : 1. best social-impact startup investors in India? 2. Best investors for Legaltech in India.",en,[],[],[],0,0,0,[],[],https://twitter.com/sumt7/status/1435080456945352707,False,,0,,,,,,,,[],,,,
1435048841808539649,1435048841808539649,2021-09-07 04:14:40 GTB Yaz Saati,2021-09-07,04:14:40,+0300,1304338752219672576,amanpreet0809,Amanpreet Singh,,@abheshekbansal close your shop when you can’t deliver things after waiting for 7 days. One of the most lazy startup companies is shadowfax RIP  REQUEST ID : R150325535FPL  @shadowfax_in,en,"[{'screen_name': 'shadowfax_in', 'name': 'shadowfax', 'id': '4036922954'}]",[],[],1,0,0,[],[],https://twitter.com/amanpreet0809/status/1435048841808539649,False,,0,,,,,,,,[],,,,
1434998711252312068,1434998711252312068,2021-09-07 00:55:28 GTB Yaz Saati,2021-09-07,00:55:28,+0300,13770052,douglasshieldo,Douglas Greenshields 🦀,,My new startup: Axolotl. Every pull request gets a large picture of an axolotl for you all to stare at,en,[],[],[],1,0,2,[],[],https://twitter.com/DouglasShieldo/status/1434998711252312068,False,https://twitter.com/QuinnyPig/status/1433226906837549058,0,,,,,,,,[],,,,
1434932179235135498,1434932179235135498,2021-09-06 20:31:05 GTB Yaz Saati,2021-09-06,20:31:05,+0300,1428635253200101376,tarasowski,Dimi Tarasowski,,5 hours ago I have submitted my startup on  @microacquire for sale. Already got two buyer requests!  https://t.co/55JybNdZuY,en,"[{'screen_name': 'microacquire', 'name': 'microacquire', 'id': '1200246625144147971'}]",[],['https://pbs.twimg.com/media/E-nnMIHX0AUt_Jp.jpg'],5,2,91,[],[],https://twitter.com/tarasowski/status/1434932179235135498,False,,1,https://pbs.twimg.com/media/E-nnMIHX0AUt_Jp.jpg,,,,,,,[],,,,
1434838320677376005,1434838320677376005,2021-09-06 14:18:08 GTB Yaz Saati,2021-09-06,14:18:08,+0300,127420260,berytech,Berytech,,"Meet @outerpond a free online platform that helps Lebanon-based companies and startups in finding requests for proposals, tenders, projects, and partnership opportunities outside Lebanon. #BerytechCommunity  https://t.co/iiVnyFs2zt",en,"[{'screen_name': 'outerpond', 'name': 'outerpond', 'id': '1402244493907271682'}]",['https://berytech.org/outerpond-connecting-lebanese-startups-to-world-opportunities/'],[],1,0,0,['berytechcommunity'],[],https://twitter.com/berytech/status/1434838320677376005,False,,0,,,,,,,,[],,,,
1434807370308366341,1434807370308366341,2021-09-06 12:15:09 GTB Yaz Saati,2021-09-06,12:15:09,+0300,2431293147,uchekalu_,Kamalu,,"Good morning @Donjazzy, big fan of you and your work from the early days of MoHits, I appreciate the work you do for brands and creators.  I humbly request an audience with you sir, I would appreciate it if you can be the first ambassador for my startup @AppBoots. Thank you sir",en,"[{'screen_name': 'donjazzy', 'name': 'bwfa by johnnydrille out now', 'id': '53817066'}, {'screen_name': 'appboots', 'name': 'boots mobile app', 'id': '1141691170055176192'}]",[],[],54,729,904,[],[],https://twitter.com/UcheKalu_/status/1434807370308366341,False,,0,,,,,,,,[],,,,
1434586181862191109,1434586181862191109,2021-09-05 21:36:13 GTB Yaz Saati,2021-09-05,21:36:13,+0300,17333065,cassidyjames,Cassidy James Blaede,,"Flatpak/FreeDesktop/GNOME/etc. folks: can someone point me in the right direction for discussing a way for Flatpaks to request a system-wide shortcut? E.g. a sandboxed app would request that Super+E launches it, similar to how an app can use the Background portal for startup.",en,[],[],[],1,9,41,[],[],https://twitter.com/CassidyJames/status/1434586181862191109,False,,0,,,,,,,,[],,,,
1434519872361304068,1434519872361304068,2021-09-05 17:12:44 GTB Yaz Saati,2021-09-05,17:12:44,+0300,41325029,sabakarimm,Saba Karim,,"Request for friends of startups: Instead of trying to find more ways to invest in their company, also consider promoting their products and just paying for them.",en,[],[],[],9,23,185,[],[],https://twitter.com/sabakarimm/status/1434519872361304068,False,,0,,,,,,,,[],,,,
1434447405425086464,1434447405425086464,2021-09-05 12:24:46 GTB Yaz Saati,2021-09-05,12:24:46,+0300,14710568,gruni,Alexander 'Gruni' Grunert,,"@MacPaw I have a minor feature request for #Gemini2: An option to disable “resume session on startup”.  99% of the time, I want to fire up Gemini and throw a folder in there, yet it still tries to restore the previous session which just eats up time, looking for drives etc.",en,[],[],[],1,0,0,['gemini2'],[],https://twitter.com/gruni/status/1434447405425086464,False,,0,,,,,,,,[],,,,
1434278549272158209,1434278549272158209,2021-09-05 01:13:48 GTB Yaz Saati,2021-09-05,01:13:48,+0300,15154740,mikenicholls88,Mike Nicholls,,"Request for startup/researchers  Real time non invasive blood pressure monitoring  AI Semiconductor design tools, chip startups &amp; photonics  Supercapacitors/next gen batteries  Renewable energy generation &amp; storage",en,[],[],[],1,0,5,[],[],https://twitter.com/Mikenicholls88/status/1434278549272158209,False,,0,,,,,,,,[],,,,
1434265502101250049,1434265502101250049,2021-09-05 00:21:57 GTB Yaz Saati,2021-09-05,00:21:57,+0300,1291224355,tylerangert,tyler🫐🍄🐇🕸,,request for startup: hot cheetos that dont make ur hands filthy,en,[],[],[],4,0,13,[],[],https://twitter.com/tylerangert/status/1434265502101250049,False,,0,,,,,,,,[],,,,
1434211272283807753,1434211272283807753,2021-09-04 20:46:28 GTB Yaz Saati,2021-09-04,20:46:28,+0300,898990607707852800,andrew__rea,Andrew Rea,,Request for startups  Apple Pay but it lets me invest in startups.  Like I want to just look at my phone &amp; wire money,en,[],[],[],76,28,471,[],[],https://twitter.com/andrew__rea/status/1434211272283807753,False,,0,,,,,,,,[],,,,
1438099112440836099,1438099112440836099,2021-09-15 14:15:21 GTB Yaz Saati,2021-09-15,14:15:21,+0300,3013141714,sonyabarlowuk,Sonya Barlow,,"Quick Q - how do we reply back to companies who have asked us for tenders, proposals, interviews, answers but never responded to the request or told us if we got the gig? The system is broken. Small business owners wear alot of hats and it's taxing.  #hustle #business #startup",en,[],[],[],1,1,1,"['hustle', 'business', 'startup']",[],https://twitter.com/sonyabarlowuk/status/1438099112440836099,False,,0,,,,,,,,[],,,,
1438024717340864515,1437808616187121666,2021-09-15 09:19:44 GTB Yaz Saati,2021-09-15,09:19:44,+0300,92485355,ashishgupta001,Fauzi of #AzadMardFauz,,@PriyaScifi @khabribanda Actually I plan to do so for the new startup I am working on. Will advertise to hire only male for certain caste and religion.  Request those who already have companies/establishments and hire people to follow same. Then let's see how rotten legal system responds.,en,[],[],[],1,1,4,[],[],https://twitter.com/ashishgupta001/status/1438024717340864515,False,,0,,,,,,,,"[{'screen_name': 'PriyaScifi', 'name': 'Priya Sharma', 'id': '1260189749014417411'}, {'screen_name': 'khabribanda', 'name': 'Gabbar 2.0', 'id': '25558929'}]",,,,
1437830365608022025,1437829798177513475,2021-09-14 20:27:27 GTB Yaz Saati,2021-09-14,20:27:27,+0300,1277419984684085248,josephinekchen,Josephine Chen,,"@EricTLiu @shawnxu Thank you to our incredible domain experts who will host office hours, idea reviews and request for startups.  @CharleyMa, @ashleypaston, @michael_vaughan, @mengxilu, @jameslidotcom, @kbakes, Chirag at Define VC, Kiran at Lightyear, and Emily at Healthworx!",en,"[{'screen_name': 'charleyma', 'name': 'charley ma', 'id': '18996396'}, {'screen_name': 'ashleypaston', 'name': 'ashleypaston', 'id': '884333864'}, {'screen_name': 'michael_vaughan', 'name': 'michael vaughan', 'id': '19196940'}, {'screen_name': 'mengxilu', 'name': 'mengxi lu', 'id': '124508864'}, {'screen_name': 'jameslidotcom', 'name': 'james li', 'id': '95782354'}, {'screen_name': 'kbakes', 'name': 'kristin baker spohn', 'id': '116534349'}]",[],[],0,0,4,[],[],https://twitter.com/josephinekchen/status/1437830365608022025,False,,0,,,,,,,,"[{'screen_name': 'EricTLiu', 'name': 'Eric Liu', 'id': '1343171947'}, {'screen_name': 'shawnxu', 'name': 'Shawn Xu', 'id': '74112193'}]",,,,
1437817079328088070,1437817079328088070,2021-09-14 19:34:39 GTB Yaz Saati,2021-09-14,19:34:39,+0300,2196819322,the_amazingama,"ama, the amazing",,Startup idea: an app that let's you find supermarkets near you and pay for groceries beforehand. So all you need to do is arrive and pickup (can request delivery too)  Tired of these queues  at ShopRite 😩,en,[],[],[],1,0,2,[],[],https://twitter.com/the_amazingama/status/1437817079328088070,False,,0,,,,,,,,[],,,,
1437815250250657792,1437815242415755270,2021-09-14 19:27:23 GTB Yaz Saati,2021-09-14,19:27:23,+0300,1343171947,erictliu,Eric Liu,,"We have a network of superstar domain experts that host office hours, idea reviews and request for startups. Our experts: @CharleyMa @ashleypaston @michael_vaughan @mengxilu @jameslidotcom @kbakes, Chirag at Define VC, Kiran at Lightyear, and Emily at Healthworx",en,"[{'screen_name': 'charleyma', 'name': 'charley ma', 'id': '18996396'}, {'screen_name': 'ashleypaston', 'name': 'ashleypaston', 'id': '884333864'}, {'screen_name': 'michael_vaughan', 'name': 'michael vaughan', 'id': '19196940'}, {'screen_name': 'mengxilu', 'name': 'mengxi lu', 'id': '124508864'}, {'screen_name': 'jameslidotcom', 'name': 'james li', 'id': '95782354'}, {'screen_name': 'kbakes', 'name': 'kristin baker spohn', 'id': '116534349'}]",[],[],1,0,7,[],[],https://twitter.com/EricTLiu/status/1437815250250657792,False,,0,,,,,,,,[],,,,
1437781821203402757,1437781821203402757,2021-09-14 17:14:33 GTB Yaz Saati,2021-09-14,17:14:33,+0300,178561063,marketingmax,Marketing Max,,Request for startup: Glassdoor for influencers - to see how much other influencers with similar engagement &amp; followers get for paid for posts,en,[],[],[],2,0,5,[],[],https://twitter.com/MarketingMax/status/1437781821203402757,False,,0,,,,,,,,[],,,,
1437757170976710659,1437734947809337344,2021-09-14 15:36:36 GTB Yaz Saati,2021-09-14,15:36:36,+0300,2417897353,asmith2306,A,,"@devatTheCave I'm not liking these explanations. A server is simply a program (or application if you prefer) that runs on a computer with the key element of it being that it stay running after startup and ""listens"" for client requests.",en,[],[],[],1,1,4,[],[],https://twitter.com/asmith2306/status/1437757170976710659,False,,0,,,,,,,,"[{'screen_name': 'devatTheCave', 'name': 'Mahmood Tareq', 'id': '784820524354564096'}]",,,,
1437740481249693698,1437740481249693698,2021-09-14 14:30:17 GTB Yaz Saati,2021-09-14,14:30:17,+0300,14173057,keff85,Tomáš Kafka,,"Request for startup: Vyberte někdo jednou za týden slow news a good news z @enkocz, propojte to trochou omáčky, která to spojí a dá do kontextu, a chargněte si $5/mo na substacku. Deal? #inovacevmediich",cs,"[{'screen_name': 'enkocz', 'name': 'deník n', 'id': '1014054645138886656'}]",[],[],0,0,0,['inovacevmediich'],[],https://twitter.com/keff85/status/1437740481249693698,False,https://twitter.com/keff85/status/1437720969527898114,0,,,,,,,,[],,,,
1437699647083065349,1437699647083065349,2021-09-14 11:48:01 GTB Yaz Saati,2021-09-14,11:48:01,+0300,1405484866624446473,pickstaruk,PickstarUK,,"NEW on Pickstar: Uptin Saiidi ✨  @uptin Saiidi is a Multimedia Journalist for CNBC International, currently based in Dubai. He covers China, technology, travel, startups, sharing economy, the future of work and more.   Start a request ↓  https://t.co/STN7SRp3V9  https://t.co/FZWZkVnSBk",en,"[{'screen_name': 'uptin', 'name': 'uptin', 'id': '25107515'}]",['http://pickstar.pro/gb/our-stars/11384/uptin-saiidi'],['https://pbs.twimg.com/media/E_O8NSwWQAANW7s.jpg'],0,1,2,[],[],https://twitter.com/PickstarUK/status/1437699647083065349,False,,1,https://pbs.twimg.com/media/E_O8NSwWQAANW7s.jpg,,,,,,,[],,,,
1437463102182801408,1437463102182801408,2021-09-13 20:08:04 GTB Yaz Saati,2021-09-13,20:08:04,+0300,212794144,michaelnovinson,Michael Novinson,,.@TenableSecurity To Buy Cloud Security Startup @AccuricsSec For $160M  https://t.co/XXPnmvXuGJ  ‘We can ensure that what is deployed is secure by default and that any fixes are a simple merge request rather than a patch or operational afterthought’ -Renaud Deraison.  $TENB @CRN,en,"[{'screen_name': 'tenablesecurity', 'name': 'tenable', 'id': '34732682'}, {'screen_name': 'accuricssec', 'name': 'accuricssec', 'id': '1243883961270452226'}, {'screen_name': 'crn', 'name': 'crn', 'id': '19238948'}]",['https://www.crn.com/news/security/tenable-to-buy-cloud-security-startup-accurics-for-160m'],[],0,2,1,[],['tenb'],https://twitter.com/MichaelNovinson/status/1437463102182801408,False,,0,,,,,,,,[],,,,
1437446125863178243,1437445501255929858,2021-09-13 19:00:37 GTB Yaz Saati,2021-09-13,19:00:37,+0300,1379146178244268035,oluadedej,Olu,,"3/ All the while, we were getting requests from friends to help provide similar information  ...but for  Startups, they wanted fundraising updates hiring updates and much more. We happily shared this info FREE 🆓",en,[],[],[],0,0,2,[],[],https://twitter.com/oluadedej/status/1437446125863178243,False,,0,,,,,,,,[],,,,
1437438454132920326,1437438454132920326,2021-09-13 18:30:08 GTB Yaz Saati,2021-09-13,18:30:08,+0300,1436321630532239364,anup_2021,Anup Singh,,@SonuSood  Sonu Sir plz accept my request. Plz give me a chance to share my startup idea. This idea change Students life in the sence of Time &amp; mony. I am coming to Sasaram (Bihar) specially for this.🙏🙏,en,[],[],[],0,0,0,[],[],https://twitter.com/Anup_2021/status/1437438454132920326,False,,0,,,,,,,,[],,,,
1437429001665007620,1437429001665007620,2021-09-13 17:52:34 GTB Yaz Saati,2021-09-13,17:52:34,+0300,898990607707852800,andrew__rea,Andrew Rea,,Yes. One of the biggest pain points in my life RN.  Request for startups,en,[],[],[],0,0,1,[],[],https://twitter.com/andrew__rea/status/1437429001665007620,False,https://twitter.com/julianweisser/status/1437424460781522944,0,,,,,,,,[],,,,
1437416602819981318,1437416602819981318,2021-09-13 17:03:18 GTB Yaz Saati,2021-09-13,17:03:18,+0300,1025651432739856384,spotnrides,SpotnRides,,"Develop your new #laundryapp with user-attracting features like user-friendly design, auto cost estimation, accept/reject requests, etc. for achievable launching. visit:  https://t.co/xQZXQagNSj  #business #smallbusiness #entrepreneurship #businesslife #businesstips #startup  https://t.co/TTw9Z4ITgS",en,[],['https://bit.ly/3lkcqT1'],['https://pbs.twimg.com/media/E_K6wupVQAI_mf8.png'],0,0,0,"['laundryapp', 'business', 'smallbusiness', 'entrepreneurship', 'businesslife', 'businesstips', 'startup']",[],https://twitter.com/spotnrides/status/1437416602819981318,False,,1,https://pbs.twimg.com/media/E_K6wupVQAI_mf8.png,,,,,,,[],,,,
1437302100547960834,1437302100547960834,2021-09-13 09:28:19 GTB Yaz Saati,2021-09-13,09:28:19,+0300,1460385529,fantabulousamit,Amit Kumar,,"@PMOIndia Therefore sir, I request you to create a system where if a startup complains even if For Rs 1000, quick action is taken. There should not be any need to go to the court. In my opinion, this will not only help startups, but also many MNCc that are dyeing.",en,[],[],[],0,0,0,[],[],https://twitter.com/FantabulousAmit/status/1437302100547960834,False,,0,,,,,,,,[],,,,
1437294868909363202,1437294868909363202,2021-09-13 08:59:35 GTB Yaz Saati,2021-09-13,08:59:35,+0300,788365113182990336,zettaconnect,Zetta Connect Pvt. Ltd.,,"@RailMinIndia @AshwiniVaishnaw @GM_CRly @drmmumbaicr  Respected Sir,  In ref. to attached beg your kind attention, we are micro startup unit, crucial to withstand and run with payment delayed for so long. 4 months we sending letters/emails  request you to help🙏🙏do the needful.  https://t.co/V8F974BqYz",en,"[{'screen_name': 'ashwinivaishnaw', 'name': 'ashwini vaishnaw', 'id': '852579395315171328'}, {'screen_name': 'gm_crly', 'name': 'gm central railway', 'id': '3302218819'}, {'screen_name': 'drmmumbaicr', 'name': 'drm mumbai cr', 'id': '3287311345'}]",[],['https://pbs.twimg.com/media/E_JJ-Z9VEAMF0jd.jpg'],0,0,0,[],[],https://twitter.com/zettaconnect/status/1437294868909363202,False,,1,https://pbs.twimg.com/media/E_JJ-Z9VEAMF0jd.jpg,,,,,,,[],,,,
1437270863343075329,1437270863343075329,2021-09-13 07:24:11 GTB Yaz Saati,2021-09-13,07:24:11,+0300,982234794699325440,ashineatsvnit,ASHINE SVNIT,,"STARTUPS at ASHINE NIDHI-TBI, SVNIT - SURAT  Hola Peeps is a Community-based Voice-Only Social Network for real-time spontaneous communication. You can have worthwhile discussions in various public HolaClubs and send requests to people you like, to add them to your network  https://t.co/5Fa4Df91dG",en,[],[],['https://pbs.twimg.com/media/E_I2OSTVkAMpN59.jpg'],2,0,3,[],[],https://twitter.com/ashineatsvnit/status/1437270863343075329,False,,1,https://pbs.twimg.com/media/E_I2OSTVkAMpN59.jpg,,,,,,,[],,,,
1437118355064770563,1437118355064770563,2021-09-12 21:18:10 GTB Yaz Saati,2021-09-12,21:18:10,+0300,124508864,mengxilu,Mengxi Lu,,Request for startup: Airbnb for backyard playground,en,[],[],[],11,1,70,[],[],https://twitter.com/mengxilu/status/1437118355064770563,False,,0,,,,,,,,[],,,,
1437091541592412166,1437091541592412166,2021-09-12 19:31:38 GTB Yaz Saati,2021-09-12,19:31:38,+0300,216942036,therealbrom,brom the (psychedelic) vc 🍄,,"10 Ideas for Psychedelics Startups  this is @EmpathVentures version of @ycombinator's ""Request for Startups""   https://t.co/UIdbQASUnI",en,"[{'screen_name': 'empathventures', 'name': 'empath ventures', 'id': '1421170309802053633'}, {'screen_name': 'ycombinator', 'name': 'y combinator', 'id': '113130846'}]",['https://youtu.be/rpK8tzv2AaM'],[],1,2,10,[],[],https://twitter.com/therealbrom/status/1437091541592412166,False,,0,,,,,,,,[],,,,
1436648144737951749,1436648144737951749,2021-09-11 14:09:43 GTB Yaz Saati,2021-09-11,14:09:43,+0300,537294747,shubrankmukhiya,Shubrank,,Request for product/startup:  A secure online doc where I can leave access details of my accounts and instructions for my loved ones. They get access to it when I pass away.  Does anything like this already exists?,en,[],[],[],1,0,1,[],[],https://twitter.com/ShubrankMukhiya/status/1436648144737951749,False,https://twitter.com/MilaChervenkova/status/1436643107483815937,0,,,,,,,,[],,,,
1436615820860223492,1436615820860223492,2021-09-11 12:01:17 GTB Yaz Saati,2021-09-11,12:01:17,+0300,1065661527032766465,makemegarden,Make Me Garden,,"Done with Beej Bappa, Now Time for Some Challenging and Exciting Gardening Works in the Pipeline. ❤  We were Overwhelmed with the Gardening Orders and Requests that we've received during the Past 10 days from both the Existing and New Clients. 🙌🏻 ✨   #green #startup  https://t.co/gllhzlDGy8",en,[],[],['https://pbs.twimg.com/media/E-_ieMeUUAASxkD.jpg'],0,1,1,"['green', 'startup']",[],https://twitter.com/makemegarden/status/1436615820860223492,False,,1,https://pbs.twimg.com/media/E-_ieMeUUAASxkD.jpg,,,,,,,[],,,,
1436538593447718915,1436538593447718915,2021-09-11 06:54:24 GTB Yaz Saati,2021-09-11,06:54:24,+0300,1428023044887519235,kaedeoftheday,Kaede-Like Characters OTD/WIFLI! (Mini-Hiatus),,"hi guys!! i'm sorry for the random hiatus i took out of nowhere. please send me some requests if you can, i will absolutely start up again when i feel like i have enough! thank you.",en,[],[],[],0,0,7,[],[],https://twitter.com/kaedeoftheday/status/1436538593447718915,False,,0,,,,,,,,[],,,,
1436479934524911616,1436479934524911616,2021-09-11 03:01:19 GTB Yaz Saati,2021-09-11,03:01:19,+0300,14673410,jayzalowitz,Jay Zalowitz,,Request for startup: @Betabrand for NFT collections,en,"[{'screen_name': 'betabrand', 'name': 'betabrand', 'id': '16372225'}]",[],[],1,0,1,[],[],https://twitter.com/jayzalowitz/status/1436479934524911616,False,,0,,,,,,,,[],,,,
1436452182337802242,1436452182337802242,2021-09-11 01:11:02 GTB Yaz Saati,2021-09-11,01:11:02,+0300,1423393692900024321,minedpool,MinedPool Technologies,,"It's here! 💯🔥💪Due to overwhelming requests, we are now selling #Bitcoin and #Crpyto mining equipment for our @minedpool members direct from our website!   Just 1 more reason to join the best #startup in the #bitcoinmining game 😃🙏💪",en,"[{'screen_name': 'minedpool', 'name': 'minedpool technologies', 'id': '1423393692900024321'}]",[],[],0,0,2,"['bitcoin', 'crpyto', 'startup', 'bitcoinmining']",[],https://twitter.com/minedpool/status/1436452182337802242,False,https://twitter.com/minedpool/status/1436450621297672192,0,,,,,,,,[],,,,
1436404754817564673,1436404754817564673,2021-09-10 22:02:35 GTB Yaz Saati,2021-09-10,22:02:35,+0300,976450446314364928,tantrumsofsadhu,Tanmay Sadhu,,"@kunalb11 on Startups, Indian Billionaires and Credit Cards | #Figuring...  https://t.co/p0Xw36pzQI via @YouTube  Can I put 5 key takeaways from this video? Of course, I can, but I will request you to watch it. It's good. Thanks for doing this🙌",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/sU0f5GLJMHE'],[],0,0,0,['figuring'],[],https://twitter.com/tantrumsofsadhu/status/1436404754817564673,False,,0,,,,,,,,[],,,,
1436358826513649671,1436315514960240640,2021-09-10 19:00:05 GTB Yaz Saati,2021-09-10,19:00:05,+0300,90481214,joeprkns,Joe Perkins,,"@benbrownww Thanks Ben, appreciate that.   Landing page dropping next week for Investor sign up and Startup feature request!",en,[],[],[],0,0,0,[],[],https://twitter.com/joeprkns/status/1436358826513649671,False,,0,,,,,,,,"[{'screen_name': 'benbrownww', 'name': 'Ben Brown', 'id': '20373161'}]",,,,
1436332709677240323,1436332709677240323,2021-09-10 17:16:18 GTB Yaz Saati,2021-09-10,17:16:18,+0300,794117246864031744,michael29030235,Michael Hartley Dani,,"Mr. Lawrence Mulindwa thanks for building for us a football stadium. Please, we request you to start up a TV station of your own were the #Abawejele can watch Uganda football such Uganda Cup CAF qualifiers, etc nbs showed only 1st half we went to a music show. Thanx anyways..",en,[],[],[],0,0,0,['abawejele'],[],https://twitter.com/Michael29030235/status/1436332709677240323,False,,0,,,,,,,,[],,,,
1436150214302187523,1436150214302187523,2021-09-10 05:11:08 GTB Yaz Saati,2021-09-10,05:11:08,+0300,46440718,squarecog,Dmitriy Ryaboy 💉💉🥳,,Request for startup: SaaS platform to enable people who make time/cost/benefit estimates to bet on how sure they are. Companies subscribe and force managers to put money up. 3rd party eval of outcomes.,en,[],[],[],11,4,36,[],[],https://twitter.com/squarecog/status/1436150214302187523,False,,0,,,,,,,,[],,,,
1436113194725089284,1435978519650181125,2021-09-10 02:44:01 GTB Yaz Saati,2021-09-10,02:44:01,+0300,75280866,valdi001,Raphael Valdivia,,@ass_deans The School of Medicine will likely refer to this tweet next time a request is made for help with a startup package for a hire that will “benefit us all”,en,[],[],[],0,0,1,[],[],https://twitter.com/valdi001/status/1436113194725089284,False,,0,,,,,,,,"[{'screen_name': 'ass_deans', 'name': 'Associate Deans', 'id': '2549047974'}]",,,,
1436028504101953536,1436028504101953536,2021-09-09 21:07:30 GTB Yaz Saati,2021-09-09,21:07:30,+0300,366434437,dcoolican,D’Arcy Coolican,,Request for startup: crypto portfolio app that only lets me check once a day 😆,en,[],[],[],6,1,31,[],[],https://twitter.com/DCoolican/status/1436028504101953536,False,,0,,,,,,,,[],,,,
1436018356717559811,1436006760481918977,2021-09-09 20:27:10 GTB Yaz Saati,2021-09-09,20:27:10,+0300,374457406,priyankasehgal7,Priyanka Sehgal,,@lauralexwit @LeslieFeinzaig May I make a similar request for a dating/relationship tech startup. Been trying to find some badass Tiktokers for Sparkles. Haven't found any.,en,[],[],[],0,0,1,[],[],https://twitter.com/priyankasehgal7/status/1436018356717559811,False,,0,,,,,,,,"[{'screen_name': 'lauralexwit', 'name': 'Laura Alexander Wittig', 'id': '17132406'}, {'screen_name': 'LeslieFeinzaig', 'name': 'Leslie Feinzaig 💉💪', 'id': '520672793'}]",,,,
1435888578010177536,1435888578010177536,2021-09-09 11:51:29 GTB Yaz Saati,2021-09-09,11:51:29,+0300,1123534690097475584,profisea,ProfiSea,,"Round-the-clock uptime is crucial for all executives — for startups, SMBs, and enterprises alike. Request a free consultation from ProfiSea’s NOC experts:  https://t.co/TqEkEDa7Q1 #monitoring #nocsupport #devops #AWS #Kubernetes  https://t.co/blwrW70vmv",en,[],['https://profisea.com/noc-as-a-service/'],['https://pbs.twimg.com/media/E-1NCo_WYAEGF5L.jpg'],0,1,0,"['monitoring', 'nocsupport', 'devops', 'aws', 'kubernetes']",[],https://twitter.com/ProfiSea/status/1435888578010177536,False,,1,https://pbs.twimg.com/media/E-1NCo_WYAEGF5L.jpg,,,,,,,[],,,,
1435858061609119744,1435858061609119744,2021-09-09 09:50:13 GTB Yaz Saati,2021-09-09,09:50:13,+0300,2284887104,cognitedesign,Cognite,,Request a complete Corporate Identity Bundle for your startup! Call us on 0861 001 975 or visit us at  https://t.co/jaFmorzfGq for more information,en,[],['https://bit.ly/3jsqHNR'],[],0,0,0,[],[],https://twitter.com/cognitedesign/status/1435858061609119744,False,,0,,,,,,,,[],,,,
1435845449714388994,1435845449714388994,2021-09-09 09:00:06 GTB Yaz Saati,2021-09-09,09:00:06,+0300,892568481408929792,usispforum,USISPF,,"With unmanned aerial vehicles (UAVs) becoming a critical component of modern warfare, the @IAF_MCC has reportedly issued a Request for Proposal (RFP) to five domestic #startups for swarm #drones.   https://t.co/c5Ww04ToId",en,"[{'screen_name': 'iaf_mcc', 'name': 'indian air force', 'id': '784705308832694272'}]",['https://theprint.in/defence/iaf-looks-to-atmanirbhar-start-ups-to-boost-indias-swarm-drone-capability/729592/'],[],0,4,11,"['startups', 'drones']",[],https://twitter.com/USISPForum/status/1435845449714388994,False,,0,,,,,,,,[],,,,
1435828687673257984,1435828687673257984,2021-09-09 07:53:30 GTB Yaz Saati,2021-09-09,07:53:30,+0300,96603155,ay_o,k u n l e . e t h and 3528 others,,Request For Startup: instagram but every image is an NFT,en,[],[],[],2,0,21,[],[],https://twitter.com/ay_o/status/1435828687673257984,False,,0,,,,,,,,[],,,,
1435664738432782341,1435664738432782341,2021-09-08 21:02:01 GTB Yaz Saati,2021-09-08,21:02:01,+0300,1071074428249874432,pittbigidea,Big Idea Center,,"🔎 NEW TEAMFINDER REQUEST 🔎  This PhD student is looking for a Co-Founder for their battery startup idea! 💡 If you're interested, reach out to the student directly with the contact info they've included in the posting!  https://t.co/d1aUZ1ahfA",en,[],[],['https://pbs.twimg.com/media/E-yBeCbX0AEe-IT.jpg'],0,0,0,[],[],https://twitter.com/pittbigidea/status/1435664738432782341,False,,1,https://pbs.twimg.com/media/E-yBeCbX0AEe-IT.jpg,,,,,,,[],,,,
1435648324137205761,1435648324137205761,2021-09-08 19:56:48 GTB Yaz Saati,2021-09-08,19:56:48,+0300,116160076,harshilpossible,Harshil Shah,,A major reason to use open-source startup products that are cheaper (&amp; sometimes better) alternatives to enterprise: feature requests / RFCs are considered more aggressively which result in a win-win deal for us and for them #B2B #SaaS #softwaredevelopment #productdevelopment,en,[],[],[],0,1,2,"['b2b', 'saas', 'softwaredevelopment', 'productdevelopment']",[],https://twitter.com/harshilpossible/status/1435648324137205761,False,,0,,,,,,,,[],,,,
1435627437241556996,1435627437241556996,2021-09-08 18:33:48 GTB Yaz Saati,2021-09-08,18:33:48,+0300,16099100,gduverger,Georges Duverger,,Request for startup: a hosted chart maker  ☁️ Backend returns a standard JSON 🤝 Frontend GETs that response 📊 App renders an SVG chart  Does it exist?  https://t.co/pjnQR8mFOF,en,[],[],['https://pbs.twimg.com/media/E-xYnpMXMAUU9HP.jpg'],2,0,2,[],[],https://twitter.com/gduverger/status/1435627437241556996,False,,1,https://pbs.twimg.com/media/E-xYnpMXMAUU9HP.jpg,,,,,,,[],,,,
